TRAIN,gs://overhead-signs/SignsFY2019ImageryCropped/674_N.png,Street_Name_Sign,0.7169811,0.2173913,0.79100144,0.2173913,0.79100144,0.28115943,0.7169811,0.28115943
TRAIN,gs://overhead-signs/SignsFY2019ImageryCropped/674_N.png,left_turn_signal,0.08998549,0.23188406,0.13497823,0.23188406,0.13497823,0.33913043,0.08998549,0.33913043
TRAIN,gs://overhead-signs/SignsFY2019ImageryCropped/649_E.png,no_right_turn_on_red,0.84179974,0.29275364,0.8896952,0.29275364,0.8896952,0.4057971,0.84179974,0.4057971
TRAIN,gs://overhead-signs/SignsFY2019ImageryCropped/649_E.png,left_turn_yield_on_green,0.5152395,0.09565217,0.5703919,0.09565217,0.5703919,0.24057971,0.5152395,0.24057971
TRAIN,gs://overhead-signs/SignsFY2019ImageryCropped/649_E.png,Street_Name_Sign,0.7402032,0.12173913,0.85195935,0.12173913,0.85195935,0.2173913,0.7402032,0.2173913
TRAIN,gs://overhead-signs/SignPhotos/205_W.png,Street_Name_Sign,0.31514478,0.389755,0.43986636,0.389755,0.43986636,0.46993318,0.31514478,0.46993318
TRAIN,gs://overhead-signs/SignPhotos/205_W.png,Street_Name_Sign,0.12917595,0.55233854,0.18708241,0.55233854,0.18708241,0.6035635,0.12917595,0.6035635
TRAIN,gs://overhead-signs/SignPhotos/205_W.png,Street_Name_Sign,0.12806237,0.47216037,0.18930958,0.47216037,0.18930958,0.54565704,0.12806237,0.54565704
TRAIN,gs://overhead-signs/SignPhotos/205_W.png,Street_Name_Sign,0.13363029,0.6146993,0.1792873,0.6146993,0.1792873,0.6792873,0.13363029,0.6792873
TRAIN,gs://overhead-signs/SignsFY2019ImageryCropped/584_E.png,Street_Name_Sign,0.7068215,0.2521739,0.80406386,0.2521739,0.80406386,0.34202898,0.7068215,0.34202898
TRAIN,gs://overhead-signs/SignsFY2019ImageryCropped/14_E.png,Left_Turn_Yield_Flashing_Yellow,0.27839643,0.30734965,0.32850778,0.30734965,0.32850778,0.4053452,0.27839643,0.4053452
TRAIN,gs://overhead-signs/SignsFY2019ImageryCropped/14_E.png,Street_Name_Sign,0.7115813,0.31625834,0.8162584,0.31625834,0.8162584,0.38752785,0.7115813,0.38752785
TRAIN,gs://overhead-signs/SignsFY2019ImageryCropped/721_E.png,left_turn_yield_on_green,0.4571843,0.46086955,0.49056605,0.46086955,0.49056605,0.5478261,0.4571843,0.5478261
TRAIN,gs://overhead-signs/SignsFY2019ImageryCropped/721_E.png,Street_Name_Sign,0.754717,0.4985507,0.83889693,0.4985507,0.83889693,0.5768116,0.754717,0.5768116
TRAIN,gs://overhead-signs/SignsFY2019ImageryCropped/688_S.png,Left_Turn_Yield_Flashing_Yellow,0.20754717,0.09275363,0.26560232,0.09275363,0.26560232,0.2521739,0.20754717,0.2521739
TRAIN,gs://overhead-signs/SignsFY2019ImageryCropped/701_W.png,Street_Name_Sign,0.69666183,0.20289855,0.78519595,0.20289855,0.78519595,0.28695652,0.69666183,0.28695652
TRAIN,gs://overhead-signs/SignsFY2019ImageryCropped/701_W.png,left_turn_yield_on_green,0.13497823,0.12753624,0.17561683,0.12753624,0.17561683,0.23768117,0.13497823,0.23768117
TRAIN,gs://overhead-signs/SignsFY2019ImageryCropped/7_S.png,Street_Name_Sign,0.5467706,0.13140312,0.65144765,0.13140312,0.65144765,0.2026726,0.5467706,0.2026726
TRAIN,gs://overhead-signs/SignsFY2019ImageryCropped/633_E.png,Street_Name_Sign,0.69085634,0.19710144,0.8214804,0.19710144,0.8214804,0.3072464,0.69085634,0.3072464
TRAIN,gs://overhead-signs/SignsFY2019ImageryCropped/633_E.png,left_turn_yield_on_green,0.20029028,0.12753624,0.26124817,0.12753624,0.26124817,0.27246377,0.20029028,0.27246377
TRAIN,gs://overhead-signs/SignsFY2019ImageryCropped/675_S.png,left_turn_signal,0.13497823,0.11884058,0.17561683,0.11884058,0.17561683,0.24057971,0.13497823,0.24057971
